lapitinib,PLX4720,PI103,cell_line,BRAF_V600E,NRAS_Q61K,viability
2.302585092994046,0,3.2188758248682006,SkMel,0,1,0.9856205489061604
2.302585092994046,0,2.302585092994046,PIG3V,1,1,0.9517120003499143
2.302585092994046,-2.3025850929940455,3.2188758248682006,PIG3V,1,0,0.037339953526776846
4.605170185988092,0,-2.3025850929940455,SkMel,0,1,0.9999998995065519
-2.3025850929940455,4.605170185988092,2.302585092994046,SkMel,1,0,0.9472730073103814
4.605170185988092,0,0,PIG3V,1,1,0.999678228868844
4.605170185988092,3.2188758248682006,4.605170185988092,PIG3V,1,1,0.9842276905563657
-2.3025850929940455,2.302585092994046,4.605170185988092,PIG3V,0,0,0.9878885221422093
-2.3025850929940455,-2.3025850929940455,4.605170185988092,PIG3V,0,1,0.0913590554601094
2.302585092994046,4.605170185988092,2.302585092994046,SkMel,0,1,0.9995016127140652
3.2188758248682006,4.605170185988092,0,PIG3V,1,1,0.9801560307144241
4.605170185988092,0,4.605170185988092,PIG3V,0,0,0.8251894572209142
3.2188758248682006,0,0,SkMel,1,0,0.9999574626299927
4.605170185988092,0,3.2188758248682006,SkMel,0,1,0.9998428130241098
3.2188758248682006,0,4.605170185988092,PIG3V,1,1,0.6786272247643551
2.302585092994046,4.605170185988092,2.302585092994046,PIG3V,0,1,0.9774856455285856
-2.3025850929940455,2.302585092994046,0,SkMel,0,0,0.7354527937759304
0,0,-2.3025850929940455,PIG3V,1,1,0.9998180266137081
2.302585092994046,4.605170185988092,-2.3025850929940455,PIG3V,1,0,0.05431138738980461
0,0,-2.3025850929940455,PIG3V,0,0,0.99959405224411
0,3.2188758248682006,-2.3025850929940455,SkMel,0,0,0.7366710857107469
2.302585092994046,3.2188758248682006,2.302585092994046,SkMel,0,0,0.9994585369330151
-2.3025850929940455,4.605170185988092,0,SkMel,0,0,0.055759028263658625
2.302585092994046,2.302585092994046,2.302585092994046,PIG3V,1,0,0.9353970908032748
3.2188758248682006,-2.3025850929940455,0,SkMel,1,0,0.9999993165871154
4.605170185988092,4.605170185988092,-2.3025850929940455,SkMel,1,1,0.984411415965772
4.605170185988092,-2.3025850929940455,-2.3025850929940455,SkMel,1,1,0.9999999975661653
-2.3025850929940455,3.2188758248682006,2.302585092994046,SkMel,1,1,0.8851014205962087
2.302585092994046,0,4.605170185988092,PIG3V,0,0,0.6941955246515722
3.2188758248682006,3.2188758248682006,0,SkMel,1,1,0.9990177944377595
0,3.2188758248682006,2.302585092994046,PIG3V,1,0,0.9656705813907549
-2.3025850929940455,2.302585092994046,2.302585092994046,PIG3V,0,0,0.9917063926257094
0,0,3.2188758248682006,PIG3V,0,0,0.8641133907236855
4.605170185988092,3.2188758248682006,3.2188758248682006,SkMel,0,0,0.9999986617075054
-2.3025850929940455,-2.3025850929940455,3.2188758248682006,SkMel,1,1,0.00812699482609973
-2.3025850929940455,0,4.605170185988092,PIG3V,0,0,0.18144930069671944
4.605170185988092,0,-2.3025850929940455,PIG3V,1,1,0.9999436506941973
0,0,-2.3025850929940455,SkMel,0,1,0.9998594150546715
0,3.2188758248682006,3.2188758248682006,SkMel,1,1,0.9980355400836551
0,0,2.302585092994046,SkMel,1,1,0.4365874997698365
4.605170185988092,3.2188758248682006,0,PIG3V,1,0,0.8976726635967063
4.605170185988092,3.2188758248682006,-2.3025850929940455,PIG3V,0,1,0.35009393697040453
4.605170185988092,-2.3025850929940455,2.302585092994046,PIG3V,0,1,0.5707294093339611
-2.3025850929940455,3.2188758248682006,0,SkMel,1,0,0.5811791576310467
0,4.605170185988092,0,SkMel,0,1,0.58532676022238
-2.3025850929940455,0,2.302585092994046,PIG3V,0,0,0.958521033462762
3.2188758248682006,2.302585092994046,0,PIG3V,0,0,0.9302775261107519
-2.3025850929940455,4.605170185988092,0,PIG3V,0,0,0.8649503871438964
-2.3025850929940455,4.605170185988092,4.605170185988092,SkMel,1,0,0.9992652258636932
3.2188758248682006,4.605170185988092,0,PIG3V,0,0,0.7185090915277713
-2.3025850929940455,0,3.2188758248682006,PIG3V,1,1,0.9430716876799701
2.302585092994046,0,3.2188758248682006,PIG3V,1,0,0.8213622003571538
3.2188758248682006,0,0,SkMel,0,1,0.9999491810781476
2.302585092994046,0,4.605170185988092,PIG3V,0,0,0.8286542204322416
0,-2.3025850929940455,0,PIG3V,1,1,0.9998241891729759
4.605170185988092,-2.3025850929940455,2.302585092994046,PIG3V,1,1,0.3269247620292843
0,0,4.605170185988092,SkMel,1,1,0.5943343034497198
0,0,-2.3025850929940455,SkMel,1,1,0.9999280647320155
0,-2.3025850929940455,-2.3025850929940455,PIG3V,0,1,0.9999999591202796
0,3.2188758248682006,-2.3025850929940455,SkMel,1,1,0.724648095840776
-2.3025850929940455,0,2.302585092994046,SkMel,1,1,0.09442091583928525
0,0,0,PIG3V,1,0,0.995492176831642
0,-2.3025850929940455,3.2188758248682006,SkMel,0,1,0.11910264727431419
0,3.2188758248682006,2.302585092994046,SkMel,0,1,0.9854260587068288
2.302585092994046,-2.3025850929940455,-2.3025850929940455,PIG3V,0,1,0.9999982024625589
-2.3025850929940455,-2.3025850929940455,0,PIG3V,0,1,0.9995468976708196
4.605170185988092,0,2.302585092994046,SkMel,1,1,0.9999009812730663
4.605170185988092,0,3.2188758248682006,SkMel,1,1,0.9948101081281411
0,4.605170185988092,-2.3025850929940455,SkMel,1,0,0.43996989694454725
4.605170185988092,2.302585092994046,-2.3025850929940455,PIG3V,0,0,0.9654736683391815
-2.3025850929940455,3.2188758248682006,-2.3025850929940455,SkMel,1,1,0.256983898966822
0,3.2188758248682006,-2.3025850929940455,SkMel,0,1,0.8417330530811821
0,0,3.2188758248682006,PIG3V,0,0,0.9531356254617296
4.605170185988092,3.2188758248682006,-2.3025850929940455,PIG3V,1,0,0.13610869642163206
0,2.302585092994046,4.605170185988092,PIG3V,0,1,0.9963626050026848
4.605170185988092,4.605170185988092,4.605170185988092,SkMel,1,0,0.9999999242505468
4.605170185988092,0,0,SkMel,0,1,0.9999986561699219
2.302585092994046,2.302585092994046,0,SkMel,1,1,0.999876838875152
3.2188758248682006,2.302585092994046,3.2188758248682006,SkMel,1,1,0.9998780639104382
4.605170185988092,4.605170185988092,2.302585092994046,PIG3V,0,1,0.9741092408802132
-2.3025850929940455,3.2188758248682006,0,SkMel,1,1,0.40621672355146965
3.2188758248682006,3.2188758248682006,3.2188758248682006,PIG3V,0,0,0.9877687047027159
2.302585092994046,0,0,PIG3V,1,0,0.9881800479383805
0,3.2188758248682006,4.605170185988092,PIG3V,1,1,0.9925108270473187
3.2188758248682006,0,0,SkMel,0,0,0.9999972449494883
-2.3025850929940455,0,2.302585092994046,PIG3V,0,0,0.9928940323937232
2.302585092994046,3.2188758248682006,0,PIG3V,0,1,0.9526361717166189
2.302585092994046,2.302585092994046,2.302585092994046,PIG3V,0,1,0.9951965316984581
0,2.302585092994046,4.605170185988092,SkMel,1,0,0.9738153800991346
3.2188758248682006,2.302585092994046,0,PIG3V,1,1,0.9814093421683768
0,-2.3025850929940455,4.605170185988092,PIG3V,0,0,0.0026617759602962985
2.302585092994046,0,-2.3025850929940455,SkMel,0,0,0.9999968796174507
4.605170185988092,0,0,SkMel,1,1,0.9999712282297967
3.2188758248682006,-2.3025850929940455,0,PIG3V,0,0,0.9998260244624512
3.2188758248682006,0,0,PIG3V,0,0,0.9983243796971922
2.302585092994046,3.2188758248682006,0,PIG3V,0,0,0.99637408515932
3.2188758248682006,0,0,SkMel,0,0,0.999995323462725
3.2188758248682006,-2.3025850929940455,4.605170185988092,SkMel,0,1,0.727139911397493
0,0,-2.3025850929940455,SkMel,1,1,0.9999504737939647
0,3.2188758248682006,0,SkMel,1,0,0.9675793264970054
-2.3025850929940455,2.302585092994046,4.605170185988092,PIG3V,0,1,0.9928882257517537
4.605170185988092,0,0,PIG3V,0,0,0.9947710220712782
3.2188758248682006,0,0,PIG3V,1,0,0.9889190528389811
4.605170185988092,-2.3025850929940455,3.2188758248682006,PIG3V,1,1,0.2527956698652372
3.2188758248682006,0,0,PIG3V,0,1,0.9929580272271745
0,2.302585092994046,4.605170185988092,SkMel,0,1,0.9956487021768536
3.2188758248682006,-2.3025850929940455,3.2188758248682006,SkMel,0,0,0.9588510117703714
0,0,2.302585092994046,SkMel,0,1,0.9792689555006734
0,4.605170185988092,3.2188758248682006,PIG3V,1,1,0.9994461556813837
2.302585092994046,-2.3025850929940455,0,SkMel,1,0,0.9999812367044408
0,0,-2.3025850929940455,PIG3V,0,1,0.9997637729082712
-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,PIG3V,0,0,0.9999999238425392
0,4.605170185988092,3.2188758248682006,SkMel,0,1,0.9993752973034514
0,4.605170185988092,2.302585092994046,SkMel,1,0,0.9981379766242664
0,-2.3025850929940455,0,PIG3V,0,0,0.9996562835759678
0,0,0,SkMel,1,1,0.9988984334860576
0,2.302585092994046,2.302585092994046,PIG3V,1,1,0.9927504870526058
3.2188758248682006,0,3.2188758248682006,SkMel,0,1,0.9995032585221469
0,0,0,SkMel,1,1,0.9991623419433624
4.605170185988092,2.302585092994046,3.2188758248682006,PIG3V,0,1,0.992443569204117
3.2188758248682006,4.605170185988092,-2.3025850929940455,PIG3V,0,0,0.014624326316215724
2.302585092994046,0,0,PIG3V,0,1,0.9961238599337803
0,0,0,PIG3V,1,1,0.999529236968137
0,-2.3025850929940455,0,SkMel,0,1,0.9992170610675116
0,0,0,SkMel,1,0,0.997439090435285
4.605170185988092,-2.3025850929940455,-2.3025850929940455,PIG3V,1,0,0.9999987436928552
-2.3025850929940455,-2.3025850929940455,0,SkMel,0,1,0.9827927618024442
4.605170185988092,3.2188758248682006,4.605170185988092,PIG3V,1,0,0.9786178399607345
0,0,-2.3025850929940455,PIG3V,1,0,0.9999962917603328
2.302585092994046,2.302585092994046,-2.3025850929940455,PIG3V,1,0,0.9909472215176507
2.302585092994046,4.605170185988092,0,PIG3V,0,0,0.3310608320890167
4.605170185988092,0,2.302585092994046,PIG3V,1,0,0.7995012676925949
4.605170185988092,2.302585092994046,3.2188758248682006,SkMel,1,0,0.9999924092552998
-2.3025850929940455,2.302585092994046,0,PIG3V,0,1,0.9851592395490391
3.2188758248682006,-2.3025850929940455,2.302585092994046,PIG3V,0,1,0.8013932412438405
2.302585092994046,2.302585092994046,3.2188758248682006,PIG3V,1,0,0.9377973963308054
4.605170185988092,0,3.2188758248682006,PIG3V,0,0,0.24517873116783578
0,-2.3025850929940455,2.302585092994046,SkMel,1,1,0.6447817087944144
0,0,3.2188758248682006,SkMel,0,0,0.8379512512031962
2.302585092994046,0,0,SkMel,0,0,0.9999614333239687
4.605170185988092,-2.3025850929940455,-2.3025850929940455,SkMel,0,1,0.9999999964352928
4.605170185988092,2.302585092994046,3.2188758248682006,SkMel,0,1,0.9999974188331824
4.605170185988092,4.605170185988092,2.302585092994046,PIG3V,1,1,0.9503913483659376
-2.3025850929940455,3.2188758248682006,4.605170185988092,SkMel,0,0,0.9972008691554094
0,4.605170185988092,0,PIG3V,1,1,0.9553025848731866
4.605170185988092,0,-2.3025850929940455,SkMel,0,1,0.9999998579969052
0,-2.3025850929940455,4.605170185988092,PIG3V,1,1,0.0015211152439261282
0,3.2188758248682006,-2.3025850929940455,PIG3V,0,0,0.9022577356526305
3.2188758248682006,-2.3025850929940455,2.302585092994046,PIG3V,0,0,0.9254593589889439
0,-2.3025850929940455,3.2188758248682006,SkMel,0,0,0.11216966412532292
3.2188758248682006,-2.3025850929940455,3.2188758248682006,SkMel,1,0,0.9490089865231729
2.302585092994046,4.605170185988092,4.605170185988092,SkMel,0,1,0.9999999660191021
0,3.2188758248682006,0,SkMel,1,0,0.8602611713867027
0,0,2.302585092994046,SkMel,1,1,0.9239501931150443
0,2.302585092994046,0,PIG3V,1,0,0.98510921646752
4.605170185988092,-2.3025850929940455,4.605170185988092,PIG3V,1,0,0.008295668169031153
-2.3025850929940455,4.605170185988092,3.2188758248682006,SkMel,1,0,0.9929583921468343
2.302585092994046,0,2.302585092994046,SkMel,1,0,0.9828975896878099
0,0,4.605170185988092,SkMel,1,0,0.1427127011112495
-2.3025850929940455,0,4.605170185988092,SkMel,0,1,0.15865120197704502
3.2188758248682006,4.605170185988092,-2.3025850929940455,PIG3V,1,0,0.003705167100450473
3.2188758248682006,0,0,SkMel,0,1,0.9999710929661821
2.302585092994046,2.302585092994046,0,PIG3V,1,0,0.9929874046044351
3.2188758248682006,4.605170185988092,3.2188758248682006,SkMel,1,0,0.9999906347908242
4.605170185988092,3.2188758248682006,4.605170185988092,SkMel,1,1,0.9999977077522268
-2.3025850929940455,3.2188758248682006,-2.3025850929940455,SkMel,1,0,0.6506472368347349
2.302585092994046,0,2.302585092994046,PIG3V,1,1,0.8843086323755792
-2.3025850929940455,0,2.302585092994046,PIG3V,0,1,0.8578189694612453
3.2188758248682006,2.302585092994046,-2.3025850929940455,PIG3V,0,1,0.6153759024909465
4.605170185988092,3.2188758248682006,0,SkMel,0,1,0.9999786082912524
4.605170185988092,4.605170185988092,0,PIG3V,1,1,0.9904945458392221
4.605170185988092,2.302585092994046,4.605170185988092,PIG3V,0,0,0.9996974610534842
0,3.2188758248682006,0,SkMel,1,0,0.9881817138714408
0,4.605170185988092,-2.3025850929940455,SkMel,0,0,0.04912309073824504
2.302585092994046,2.302585092994046,4.605170185988092,SkMel,0,1,0.9999204239760731
0,0,3.2188758248682006,SkMel,1,0,0.8011817598977568
4.605170185988092,4.605170185988092,3.2188758248682006,PIG3V,0,1,0.9972583664507741
3.2188758248682006,-2.3025850929940455,2.302585092994046,SkMel,1,0,0.9992967472865164
0,3.2188758248682006,4.605170185988092,SkMel,0,1,0.9995059926757086
4.605170185988092,-2.3025850929940455,4.605170185988092,PIG3V,0,0,0.028570460333841634
4.605170185988092,0,0,PIG3V,0,0,0.9834413394762426
2.302585092994046,2.302585092994046,0,PIG3V,0,0,0.9948164582116378
0,2.302585092994046,4.605170185988092,PIG3V,0,0,0.9994049723716487
-2.3025850929940455,4.605170185988092,0,SkMel,0,0,0.3998623062202285
-2.3025850929940455,3.2188758248682006,0,PIG3V,0,1,0.9921822125365074
3.2188758248682006,0,3.2188758248682006,PIG3V,1,0,0.5712866992958335
3.2188758248682006,2.302585092994046,3.2188758248682006,PIG3V,1,0,0.9758314444209268
0,0,0,SkMel,0,1,0.9982600126133129
0,2.302585092994046,4.605170185988092,SkMel,1,1,0.9941282233146022
4.605170185988092,3.2188758248682006,4.605170185988092,SkMel,0,0,0.9999994500889517
0,-2.3025850929940455,2.302585092994046,PIG3V,0,1,0.8100160739932328
3.2188758248682006,4.605170185988092,2.302585092994046,SkMel,0,0,0.9998397045635056
4.605170185988092,3.2188758248682006,3.2188758248682006,PIG3V,1,1,0.9934165128503454
0,2.302585092994046,3.2188758248682006,PIG3V,0,0,0.9949077440092275
2.302585092994046,2.302585092994046,4.605170185988092,PIG3V,1,1,0.9210630148374205
0,2.302585092994046,4.605170185988092,PIG3V,0,1,0.9983589012304569
3.2188758248682006,0,-2.3025850929940455,PIG3V,0,1,0.9999729771887949
0,2.302585092994046,2.302585092994046,SkMel,1,0,0.9979786935938237
0,0,0,SkMel,1,1,0.9987823143248329
2.302585092994046,3.2188758248682006,0,SkMel,0,0,0.9891515134290874
0,0,0,PIG3V,1,0,0.9956297968705263
0,0,2.302585092994046,PIG3V,0,0,0.9954356575582326
0,3.2188758248682006,-2.3025850929940455,PIG3V,1,0,0.9199507388705919
2.302585092994046,3.2188758248682006,2.302585092994046,PIG3V,0,0,0.9986756521900385
0,2.302585092994046,3.2188758248682006,SkMel,0,0,0.9988810174839166
-2.3025850929940455,0,-2.3025850929940455,PIG3V,1,0,0.9998199645724172
4.605170185988092,0,-2.3025850929940455,SkMel,1,1,0.9999997783785379
2.302585092994046,4.605170185988092,0,PIG3V,0,0,0.8252094858584457
-2.3025850929940455,4.605170185988092,4.605170185988092,SkMel,0,0,0.9970677356341469
0,-2.3025850929940455,4.605170185988092,SkMel,1,1,0.01246308315011868
3.2188758248682006,3.2188758248682006,0,SkMel,1,0,0.9998382265061133
3.2188758248682006,0,-2.3025850929940455,PIG3V,0,0,0.9982891687841211
0,4.605170185988092,3.2188758248682006,SkMel,1,0,0.9983321887202886
0,0,2.302585092994046,PIG3V,1,1,0.9712102303220751
4.605170185988092,4.605170185988092,0,SkMel,1,0,0.9993679920163538
-2.3025850929940455,-2.3025850929940455,4.605170185988092,PIG3V,1,1,0.001405169095971349
-2.3025850929940455,2.302585092994046,0,PIG3V,1,1,0.997838136122867
-2.3025850929940455,0,3.2188758248682006,SkMel,0,0,0.09378930083808844
-2.3025850929940455,0,0,SkMel,0,0,0.9354914561028711
3.2188758248682006,-2.3025850929940455,2.302585092994046,SkMel,0,0,0.9987052540545153
0,3.2188758248682006,0,PIG3V,1,0,0.9648850320094382
3.2188758248682006,4.605170185988092,2.302585092994046,PIG3V,0,1,0.9899166123903015
-2.3025850929940455,4.605170185988092,4.605170185988092,SkMel,0,1,0.9984557524607345
0,0,-2.3025850929940455,SkMel,1,0,0.999130488469136
0,4.605170185988092,0,PIG3V,0,1,0.7630346361949287
-2.3025850929940455,4.605170185988092,0,PIG3V,1,1,0.7380849698103444
-2.3025850929940455,4.605170185988092,3.2188758248682006,SkMel,0,1,0.9307008065010588
4.605170185988092,-2.3025850929940455,2.302585092994046,SkMel,1,0,0.9992557345458549
-2.3025850929940455,0,-2.3025850929940455,PIG3V,1,0,0.9999305225797406
0,-2.3025850929940455,2.302585092994046,SkMel,1,1,0.6796596646093946
0,4.605170185988092,4.605170185988092,PIG3V,0,1,0.9999781471305887
2.302585092994046,4.605170185988092,-2.3025850929940455,SkMel,1,1,0.710877986063383
2.302585092994046,3.2188758248682006,3.2188758248682006,PIG3V,1,1,0.9955670133966208
3.2188758248682006,4.605170185988092,0,PIG3V,1,0,0.05671259374122979
2.302585092994046,0,2.302585092994046,PIG3V,0,0,0.9898768361150181
2.302585092994046,0,3.2188758248682006,SkMel,1,1,0.9951778766893787
0,3.2188758248682006,-2.3025850929940455,PIG3V,0,1,0.5637435852921762
4.605170185988092,3.2188758248682006,3.2188758248682006,SkMel,1,0,0.9999779449728031
0,0,0,SkMel,0,1,0.9980764339509042
2.302585092994046,-2.3025850929940455,3.2188758248682006,PIG3V,0,0,0.6039995608730107
3.2188758248682006,4.605170185988092,4.605170185988092,PIG3V,0,0,0.9999960001810714
2.302585092994046,3.2188758248682006,-2.3025850929940455,SkMel,1,1,0.9581661334686246
2.302585092994046,3.2188758248682006,3.2188758248682006,SkMel,1,0,0.9999114444456799
2.302585092994046,4.605170185988092,0,PIG3V,0,1,0.9502259184597499
3.2188758248682006,0,3.2188758248682006,SkMel,1,1,0.9991508855678027
3.2188758248682006,2.302585092994046,0,PIG3V,1,0,0.7937139045484652
2.302585092994046,2.302585092994046,4.605170185988092,PIG3V,0,1,0.9969675108669694
3.2188758248682006,4.605170185988092,2.302585092994046,PIG3V,1,1,0.9972322927351628
3.2188758248682006,0,3.2188758248682006,PIG3V,1,1,0.549406397209709
0,-2.3025850929940455,4.605170185988092,PIG3V,0,0,0.04576541026872723
2.302585092994046,0,2.302585092994046,PIG3V,0,1,0.9913595121438223
3.2188758248682006,0,0,SkMel,0,0,0.9997605734818763
0,-2.3025850929940455,3.2188758248682006,SkMel,1,0,0.01842193186194411
4.605170185988092,-2.3025850929940455,2.302585092994046,PIG3V,1,0,0.23007754363024766
4.605170185988092,4.605170185988092,0,PIG3V,0,1,0.9649718313808978
3.2188758248682006,3.2188758248682006,0,PIG3V,0,1,0.9874403096166975
0,2.302585092994046,-2.3025850929940455,SkMel,1,1,0.9878105460163423
4.605170185988092,3.2188758248682006,0,SkMel,0,1,0.9990911753156264
0,4.605170185988092,0,SkMel,1,1,0.6978027272225529
0,4.605170185988092,-2.3025850929940455,PIG3V,1,1,0.13931411967301952
0,3.2188758248682006,4.605170185988092,SkMel,0,0,0.9999389523885106
3.2188758248682006,2.302585092994046,0,SkMel,0,0,0.9998758120894741
0,-2.3025850929940455,4.605170185988092,SkMel,0,1,0.0026804274956852663
4.605170185988092,4.605170185988092,2.302585092994046,SkMel,1,0,0.9999852235096066
0,4.605170185988092,0,PIG3V,1,0,0.9769026328214953
0,2.302585092994046,3.2188758248682006,SkMel,0,1,0.9996493159832593
3.2188758248682006,4.605170185988092,4.605170185988092,PIG3V,1,1,0.9998852396763769
0,0,3.2188758248682006,PIG3V,1,1,0.5340364199170801
3.2188758248682006,-2.3025850929940455,0,PIG3V,1,1,0.9984435617481733
0,2.302585092994046,-2.3025850929940455,PIG3V,0,1,0.8064171452319266
3.2188758248682006,2.302585092994046,-2.3025850929940455,PIG3V,1,0,0.9642830980441777
4.605170185988092,0,-2.3025850929940455,PIG3V,0,0,0.9999023665173988
2.302585092994046,0,0,SkMel,0,1,0.999843683604239
2.302585092994046,0,4.605170185988092,SkMel,1,0,0.8447645784167178
-2.3025850929940455,0,-2.3025850929940455,PIG3V,0,0,0.9999173010913874
4.605170185988092,4.605170185988092,0,PIG3V,1,1,0.9128815481211319
2.302585092994046,0,3.2188758248682006,SkMel,1,0,0.9913553267120022
0,-2.3025850929940455,4.605170185988092,SkMel,0,1,0.03170477659630906
3.2188758248682006,0,4.605170185988092,SkMel,1,1,0.9478773220945932
3.2188758248682006,-2.3025850929940455,0,PIG3V,1,1,0.9995827271011207
0,0,4.605170185988092,PIG3V,1,0,0.046890804439469316
0,0,0,PIG3V,1,1,0.9981220109327945
-2.3025850929940455,4.605170185988092,-2.3025850929940455,PIG3V,0,0,0.09785194995391425
0,3.2188758248682006,0,SkMel,0,1,0.9662599141441733
0,2.302585092994046,-2.3025850929940455,PIG3V,1,1,0.9550516129416068
4.605170185988092,-2.3025850929940455,-2.3025850929940455,SkMel,0,0,0.9999999958687158
3.2188758248682006,2.302585092994046,2.302585092994046,PIG3V,0,1,0.9914562432486278
3.2188758248682006,-2.3025850929940455,0,SkMel,0,0,0.9999935093859131
0,0,4.605170185988092,PIG3V,0,0,0.7303180600350835
4.605170185988092,0,-2.3025850929940455,PIG3V,0,1,0.9998448881906243
0,3.2188758248682006,0,SkMel,0,0,0.6402217096821973
0,3.2188758248682006,-2.3025850929940455,SkMel,1,0,0.6842161521166735
3.2188758248682006,0,2.302585092994046,SkMel,0,1,0.9993128497808071
0,4.605170185988092,2.302585092994046,PIG3V,1,1,0.9935320083395841
3.2188758248682006,0,2.302585092994046,PIG3V,1,0,0.8620207580730761
0,2.302585092994046,3.2188758248682006,SkMel,0,0,0.8454742483915508
3.2188758248682006,4.605170185988092,4.605170185988092,SkMel,1,0,0.9999908205385042
0,0,3.2188758248682006,PIG3V,0,0,0.8562518570106563
4.605170185988092,0,-2.3025850929940455,SkMel,1,1,0.9999999084440103
0,2.302585092994046,-2.3025850929940455,PIG3V,1,0,0.9896526076997954
-2.3025850929940455,0,0,PIG3V,1,1,0.9993686291006443
3.2188758248682006,3.2188758248682006,2.302585092994046,SkMel,1,0,0.9997146096918373
4.605170185988092,3.2188758248682006,0,SkMel,1,0,0.9999684554550258
-2.3025850929940455,2.302585092994046,-2.3025850929940455,SkMel,0,0,0.4927097302443182
2.302585092994046,-2.3025850929940455,4.605170185988092,SkMel,0,1,0.11965543095109353
0,0,4.605170185988092,PIG3V,0,1,0.5847423850291013
-2.3025850929940455,-2.3025850929940455,0,PIG3V,1,0,0.9997008913110985
2.302585092994046,3.2188758248682006,2.302585092994046,SkMel,0,1,0.9999165696825946
0,2.302585092994046,0,SkMel,0,1,0.970012599269151
-2.3025850929940455,-2.3025850929940455,4.605170185988092,SkMel,1,1,5.349842326040238e-4
4.605170185988092,4.605170185988092,0,PIG3V,1,0,0.5932181699063138
3.2188758248682006,0,-2.3025850929940455,SkMel,0,1,0.9999967127219249
2.302585092994046,2.302585092994046,3.2188758248682006,SkMel,1,1,0.9906105483179772
0,2.302585092994046,0,PIG3V,0,1,0.8321994248608836
-2.3025850929940455,0,0,SkMel,1,0,0.7650439430666797
2.302585092994046,0,3.2188758248682006,PIG3V,0,1,0.807668749495982
0,-2.3025850929940455,0,SkMel,0,1,0.9999639358293846
3.2188758248682006,4.605170185988092,0,SkMel,0,0,0.9994694662553432
0,3.2188758248682006,3.2188758248682006,PIG3V,1,0,0.9991043696156002
-2.3025850929940455,-2.3025850929940455,4.605170185988092,SkMel,0,0,1.6492504461218033e-4
2.302585092994046,2.302585092994046,2.302585092994046,SkMel,1,0,0.9998657758390496
4.605170185988092,0,4.605170185988092,SkMel,0,0,0.9995689097068765
2.302585092994046,4.605170185988092,0,SkMel,1,1,0.9988776872542332
0,3.2188758248682006,4.605170185988092,SkMel,1,1,0.9977171973866454
4.605170185988092,0,-2.3025850929940455,SkMel,0,0,0.99999942215735
0,-2.3025850929940455,4.605170185988092,SkMel,0,0,0.016484042101353777
0,2.302585092994046,3.2188758248682006,PIG3V,1,0,0.9264592984037969
4.605170185988092,0,3.2188758248682006,SkMel,1,0,0.999539430297478
-2.3025850929940455,2.302585092994046,0,SkMel,1,0,0.28722907286800303
3.2188758248682006,0,4.605170185988092,SkMel,1,1,0.9423823537747609
2.302585092994046,3.2188758248682006,0,PIG3V,1,0,0.968376266740097
4.605170185988092,-2.3025850929940455,4.605170185988092,PIG3V,1,1,0.003170702280805662
3.2188758248682006,0,0,PIG3V,0,1,0.9947999434234236
4.605170185988092,-2.3025850929940455,-2.3025850929940455,PIG3V,1,1,0.9999983244354593
-2.3025850929940455,0,0,SkMel,1,0,0.9867409412214785
-2.3025850929940455,0,-2.3025850929940455,PIG3V,0,1,0.9999507073386705
4.605170185988092,2.302585092994046,3.2188758248682006,SkMel,1,1,0.9999358781785798
0,0,3.2188758248682006,PIG3V,1,0,0.9316261840830725
2.302585092994046,0,-2.3025850929940455,SkMel,1,0,0.9999992709240813
-2.3025850929940455,0,4.605170185988092,PIG3V,1,1,0.24662081027891453
0,3.2188758248682006,0,SkMel,1,0,0.993044422478011
0,3.2188758248682006,3.2188758248682006,SkMel,0,1,0.9942259090183341
0,0,2.302585092994046,PIG3V,0,1,0.9603761233651866
0,4.605170185988092,4.605170185988092,SkMel,1,1,0.9998038331071185
2.302585092994046,-2.3025850929940455,3.2188758248682006,PIG3V,0,1,0.27304543887915245
-2.3025850929940455,0,2.302585092994046,SkMel,1,1,0.0422257831678828
4.605170185988092,3.2188758248682006,0,PIG3V,0,1,0.8824442045890187
3.2188758248682006,2.302585092994046,4.605170185988092,PIG3V,0,0,0.9974745594752003
0,2.302585092994046,2.302585092994046,PIG3V,1,1,0.8895899040260005
0,2.302585092994046,0,PIG3V,1,1,0.9725981109241011
2.302585092994046,0,2.302585092994046,SkMel,1,0,0.9692868365369101
0,3.2188758248682006,-2.3025850929940455,SkMel,1,0,0.7614415539602004
-2.3025850929940455,2.302585092994046,4.605170185988092,SkMel,1,1,0.5143845950618924
-2.3025850929940455,2.302585092994046,4.605170185988092,SkMel,0,0,0.9834292995966899
3.2188758248682006,3.2188758248682006,-2.3025850929940455,PIG3V,1,1,0.3254492801031562
3.2188758248682006,2.302585092994046,-2.3025850929940455,SkMel,0,1,0.9976151960410057
4.605170185988092,0,0,PIG3V,1,0,0.988728021141682
3.2188758248682006,3.2188758248682006,4.605170185988092,PIG3V,1,1,0.99899197911562
3.2188758248682006,-2.3025850929940455,3.2188758248682006,SkMel,1,1,0.8482486022700232
3.2188758248682006,4.605170185988092,0,PIG3V,0,0,0.43400571316908426
0,0,4.605170185988092,PIG3V,1,1,0.6306256065861677
-2.3025850929940455,3.2188758248682006,-2.3025850929940455,PIG3V,0,1,0.4135310202303833
0,3.2188758248682006,-2.3025850929940455,SkMel,0,1,0.33977363201635546
0,2.302585092994046,4.605170185988092,PIG3V,1,1,0.9554015433900289
